date,case_type,count
"Monday, 13 September, 2021",Recovered,1746522
"Monday, 13 September, 2021",Deaths,21122
"Tuesday, 14 September, 2021",Active,225280
"Tuesday, 14 September, 2021",Recovered,1764575
"Tuesday, 14 September, 2021",Deaths,21585
"Wednesday, 15 September, 2021",Active,225593
"Wednesday, 15 September, 2021",Recovered,1783335
"Wednesday, 15 September, 2021",Deaths,22007
"Thursday, 16 September, 2021",Active,227123
"Thursday, 16 September, 2021",Recovered,1800274
"Thursday, 16 September, 2021",Deaths,22353
"Friday, 17 September, 2021",Active,221343
"Friday, 17 September, 2021",Recovered,1823244
"Friday, 17 September, 2021",Deaths,22740
"Saturday, 18 September, 2021",Active,219363
"Saturday, 18 September, 2021",Recovered,1840449
"Saturday, 18 September, 2021",Deaths,23064
"Sunday, 19 September, 2021",Active,210472
"Sunday, 19 September, 2021",Recovered,1863918
"Sunday, 19 September, 2021",Deaths,23440
"Monday, 20 September, 2021",Active,207702
"Monday, 20 September, 2021",Recovered,1880732
"Monday, 20 September, 2021",Deaths,23741
"Tuesday, 21 September, 2021",Active,206477
"Tuesday, 21 September, 2021",Recovered,1897382
"Tuesday, 21 September, 2021",Deaths,24075
"Wednesday, 22 September, 2021",Active,201278
"Wednesday, 22 September, 2021",Recovered,1917084
"Wednesday, 22 September, 2021",Deaths,24562
"Thursday, 23 September, 2021",Active,198288
"Thursday, 23 September, 2021",Recovered,1933712
"Thursday, 23 September, 2021",Deaths,24678
"Friday, 24 September, 2021",Active,195841
"Friday, 24 September, 2021",Recovered,1950463
"Friday, 24 September, 2021",Deaths,24928
"Saturday, 25 September, 2021",Active,191438
"Saturday, 25 September, 2021",Recovered,1968537
"Saturday, 25 September, 2021",Deaths,25156
"Sunday, 26 September, 2021",Active,183293
"Sunday, 26 September, 2021",Recovered,1989508
"Sunday, 26 September, 2021",Deaths,25434
"Monday, 27 September, 2021",Active,177564
"Monday, 27 September, 2021",Recovered,2005938
"Monday, 27 September, 2021",Deaths,25692
"Tuesday, 28 September, 2021",Active,174496
"Tuesday, 28 September, 2021",Recovered,2020098
"Tuesday, 28 September, 2021",Deaths,25932
"Wednesday, 29 September, 2021",Active,169722
"Wednesday, 29 September, 2021",Recovered,2037098
"Wednesday, 29 September, 2021",Deaths,26140
"Thursday, 30 September, 2021",Active,164540
"Thursday, 30 September, 2021",Recovered,2054823
"Thursday, 30 September, 2021",Deaths,26332
"Friday, 1 October, 2021",Active,160417
"Friday, 1 October, 2021",Recovered,2070714
"Friday, 1 October, 2021",Deaths,26453
"Saturday, 2 October, 2021",Active,155827
"Saturday, 2 October, 2021",Recovered,2086110
"Saturday, 2 October, 2021",Deaths,26562
"Sunday, 3 October, 2021",Active,150321
"Sunday, 3 October, 2021",Recovered,2100564
"Sunday, 3 October, 2021",Deaths,26680
"Monday, 4 October, 2021",Active,142864
"Monday, 4 October, 2021",Recovered,2116020
"Monday, 4 October, 2021",Deaths,26756
"Tuesday, 5 October, 2021",Active,135949
"Tuesday, 5 October, 2021",Recovered,2131635
"Tuesday, 5 October, 2021",Deaths,26873
"Wednesday, 6 October, 2021",Active,132179
"Wednesday, 6 October, 2021",Recovered,2144680
"Wednesday, 6 October, 2021",Deaths,26978
"Thursday, 7 October, 2021",Active,129053
"Thursday, 7 October, 2021",Recovered,2157564
"Thursday, 7 October, 2021",Deaths,27110
"Friday, 8 October, 2021",Active,126002
"Friday, 8 October, 2021",Recovered,2170288
"Friday, 8 October, 2021",Deaths,27188
"Saturday, 9 October, 2021",Active,120249
"Saturday, 9 October, 2021",Recovered,2184710
"Saturday, 9 October, 2021",Deaths,27262
"Sunday, 10 October, 2021",Active,116599
"Sunday, 10 October, 2021",Recovered,2195669
"Sunday, 10 October, 2021",Deaths,27326
"Monday, 11 October, 2021",Active,112382
"Monday, 11 October, 2021",Recovered,2206502
"Monday, 11 October, 2021",Deaths,27419
"Tuesday, 12 October, 2021",Active,109000
"Tuesday, 12 October, 2021",Recovered,2217057
"Tuesday, 12 October, 2021",Deaths,27522
"Wednesday, 13 October, 2021",Active,106050
"Wednesday, 13 October, 2021",Recovered,2227889
"Wednesday, 13 October, 2021",Deaths,27590
"Thursday, 14 October, 2021",Active,101590
"Thursday, 14 October, 2021",Recovered,2240345
"Thursday, 14 October, 2021",Deaths,27678
"Friday, 15 October, 2021",Active,98776
"Friday, 15 October, 2021",Recovered,2250490
"Friday, 15 October, 2021",Deaths,27767
"Saturday, 16 October, 2021",Active,96666
"Saturday, 16 October, 2021",Recovered,2260021
"Saturday, 16 October, 2021",Deaths,27855
"Sunday, 17 October, 2021",Active,93517
"Sunday, 17 October, 2021",Recovered,2269252
"Sunday, 17 October, 2021",Deaths,27918
"Monday, 18 October, 2021",Active,90444
"Monday, 18 October, 2021",Recovered,2277687
"Monday, 18 October, 2021",Deaths,27990
"Tuesday, 19 October, 2021",Active,87187
"Tuesday, 19 October, 2021",Recovered,2286620
"Tuesday, 19 October, 2021",Deaths,28059
"Wednesday, 20 October, 2021",Active,83226
"Wednesday, 20 October, 2021",Recovered,2296021
"Wednesday, 20 October, 2021",Deaths,28135
"Thursday, 21 October, 2021",Active,81778
"Thursday, 21 October, 2021",Recovered,2303583
"Thursday, 21 October, 2021",Deaths,28231
"Friday, 22 October, 2021",Active,80700
"Friday, 22 October, 2021",Recovered,2311213
"Friday, 22 October, 2021",Deaths,28309
"Saturday, 23 October, 2021",Active,77308
"Saturday, 23 October, 2021",Recovered,2320391
"Saturday, 23 October, 2021",Deaths,28351
"Sunday, 24 October, 2021",Active,75950
"Sunday, 24 October, 2021",Recovered,2327369
"Sunday, 24 October, 2021",Deaths,28397
"Monday, 25 October, 2021",Active,73226
"Monday, 25 October, 2021",Recovered,2334783
"Monday, 25 October, 2021",Deaths,28489
"Tuesday, 26 October, 2021",Active,73261
"Tuesday, 26 October, 2021",Recovered,2340390
"Tuesday, 26 October, 2021",Deaths,28573
"Wednesday, 27 October, 2021",Active,71716
"Wednesday, 27 October, 2021",Recovered,2347985
"Wednesday, 27 October, 2021",Deaths,28671
"Thursday, 28 October, 2021",Active,71361
"Thursday, 28 October, 2021",Recovered,2354622
"Thursday, 28 October, 2021",Deaths,28766
"Friday, 29 October, 2021",Active,70061
"Friday, 29 October, 2021",Recovered,2361919
"Friday, 29 October, 2021",Deaths,28829
"Saturday, 30 October, 2021",Active,69156
"Saturday, 30 October, 2021",Recovered,2368634
"Saturday, 30 October, 2021",Deaths,28873
"Sunday, 31 October, 2021",Active,67972
"Sunday, 31 October, 2021",Recovered,2374761
"Sunday, 31 October, 2021",Deaths,28909
"Monday, 1 November, 2021",Active,67236
"Monday, 1 November, 2021",Recovered,2380060
"Monday, 1 November, 2021",Deaths,28972
"Tuesday, 2 November, 2021",Active,66865
"Tuesday, 2 November, 2021",Recovered,2385432
"Tuesday, 2 November, 2021",Deaths,29042
"Wednesday, 3 November, 2021",Active,67163
"Wednesday, 3 November, 2021",Recovered,2390379
"Wednesday, 3 November, 2021",Deaths,29088
"Thursday, 4 November, 2021",Active,66947
"Thursday, 4 November, 2021",Recovered,2396244
"Thursday, 4 November, 2021",Deaths,29152
"Friday, 5 November, 2021",Active,66243
"Friday, 5 November, 2021",Recovered,2401823
"Friday, 5 November, 2021",Deaths,29199
"Saturday, 6 November, 2021",Active,65508
"Saturday, 6 November, 2021",Recovered,2407205
"Saturday, 6 November, 2021",Deaths,29253
"Sunday, 7 November, 2021",Active,64626
"Sunday, 7 November, 2021",Recovered,2412395
"Sunday, 7 November, 2021",Deaths,29288
"Monday, 8 November, 2021",Active,61763
"Monday, 8 November, 2021",Recovered,2419743
"Monday, 8 November, 2021",Deaths,29346
"Tuesday, 9 November, 2021",Active,61777
"Tuesday, 9 November, 2021",Recovered,2425054
"Tuesday, 9 November, 2021",Deaths,29424
"Wednesday, 10 November, 2021",Active,62893
"Wednesday, 10 November, 2021",Recovered,2430122
"Wednesday, 10 November, 2021",Deaths,29483
"Thursday, 11 November, 2021",Active,63830
"Thursday, 11 November, 2021",Recovered,2435459
"Thursday, 11 November, 2021",Deaths,29532
"Friday, 12 November, 2021",Active,64280
"Friday, 12 November, 2021",Recovered,2441485
"Friday, 12 November, 2021",Deaths,29573
"Saturday, 13 November, 2021",Active,65322
"Saturday, 13 November, 2021",Recovered,2446197
"Saturday, 13 November, 2021",Deaths,29628
"Sunday, 14 November, 2021",Active,65420
"Sunday, 14 November, 2021",Recovered,2451216
"Sunday, 14 November, 2021",Deaths,29673
"Monday, 15 November, 2021",Active,65959
"Monday, 15 November, 2021",Recovered,2455767
"Monday, 15 November, 2021",Deaths,29726
"Tuesday, 16 November, 2021",Active,65319
"Tuesday, 16 November, 2021",Recovered,2461780
"Tuesday, 16 November, 2021",Deaths,29766
"Wednesday, 17 November, 2021",Active,66796
"Wednesday, 17 November, 2021",Recovered,2466523
"Wednesday, 17 November, 2021",Deaths,29834
"Thursday, 18 November, 2021",Active,67361
"Thursday, 18 November, 2021",Recovered,2472283
"Thursday, 18 November, 2021",Deaths,29889
"Friday, 19 November, 2021",Active,68640
"Friday, 19 November, 2021",Recovered,2477314
"Friday, 19 November, 2021",Deaths,29934
"Saturday, 20 November, 2021",Active,69488
"Saturday, 20 November, 2021",Recovered,2482284
"Saturday, 20 November, 2021",Deaths,29975
"Sunday, 21 November, 2021",Active,68793
"Sunday, 21 November, 2021",Recovered,2487809
"Sunday, 21 November, 2021",Deaths,29999
"Monday, 22 November, 2021",Active,67987
"Monday, 22 November, 2021",Recovered,2493437
"Monday, 22 November, 2021",Deaths,30062
"Tuesday, 23 November, 2021",Active,68626
"Tuesday, 23 November, 2021",Recovered,2498345
"Tuesday, 23 November, 2021",Deaths,30109
"Wednesday, 24 November, 2021",Active,69262
"Wednesday, 24 November, 2021",Recovered,2503427
"Wednesday, 24 November, 2021",Deaths,30146
"Thursday, 25 November, 2021",Active,68756
"Thursday, 25 November, 2021",Recovered,2510029
"Thursday, 25 November, 2021",Deaths,30194
"Friday, 26 November, 2021",Active,67548
"Friday, 26 November, 2021",Recovered,2516693
"Friday, 26 November, 2021",Deaths,30239
"Saturday, 27 November, 2021",Active,67253
"Saturday, 27 November, 2021",Recovered,2522045
"Saturday, 27 November, 2021",Deaths,30279
"Sunday, 28 November, 2021",Active,66456
"Sunday, 28 November, 2021",Recovered,2527052
"Sunday, 28 November, 2021",Deaths,30308
"Monday, 29 November, 2021",Active,65498
"Monday, 29 November, 2021",Recovered,2532036
"Monday, 29 November, 2021",Deaths,30369
"Tuesday, 30 November, 2021",Active,65154
"Tuesday, 30 November, 2021",Recovered,2537204
"Tuesday, 30 November, 2021",Deaths,30424
"Wednesday, 1 December, 2021",Active,63741
"Wednesday, 1 December, 2021",Recovered,2544007
"Wednesday, 1 December, 2021",Deaths,30473
"Thursday, 2 December, 2021",Active,62254
"Thursday, 2 December, 2021",Recovered,2551253
"Thursday, 2 December, 2021",Deaths,30520
"Friday, 3 December, 2021",Active,62487
"Friday, 3 December, 2021",Recovered,2556554
"Friday, 3 December, 2021",Deaths,30537
"Saturday, 4 December, 2021",Active,62671
"Saturday, 4 December, 2021",Recovered,2561230
"Saturday, 4 December, 2021",Deaths,30573
"Sunday, 5 December, 2021",Active,62001
"Sunday, 5 December, 2021",Recovered,2566158
"Sunday, 5 December, 2021",Deaths,30613
"Monday, 6 December, 2021",Active,60331
"Monday, 6 December, 2021",Recovered,2572052
"Monday, 6 December, 2021",Deaths,30651
"Tuesday, 7 December, 2021",Active,60413
"Tuesday, 7 December, 2021",Recovered,2576869
"Tuesday, 7 December, 2021",Deaths,30717
"Wednesday, 8 December, 2021",Active,60880
"Wednesday, 8 December, 2021",Recovered,2581394
"Wednesday, 8 December, 2021",Deaths,30745
"Thursday, 9 December, 2021",Active,60858
"Thursday, 9 December, 2021",Recovered,2586821
"Thursday, 9 December, 2021",Deaths,30786
"Friday, 10 December, 2021",Active,60875
"Friday, 10 December, 2021",Recovered,2591818
"Friday, 10 December, 2021",Deaths,30830
"Saturday, 11 December, 2021",Active,60780
"Saturday, 11 December, 2021",Recovered,2596508
"Saturday, 11 December, 2021",Deaths,30861
"Sunday, 12 December, 2021",Active,58854
"Sunday, 12 December, 2021",Recovered,2601907
"Sunday, 12 December, 2021",Deaths,30878
"Monday, 13 December, 2021",Active,57928
"Monday, 13 December, 2021",Recovered,2606308
"Monday, 13 December, 2021",Deaths,30907
"Tuesday, 14 December, 2021",Active,57676
"Tuesday, 14 December, 2021",Recovered,2610609
"Tuesday, 14 December, 2021",Deaths,30955
"Wednesday, 15 December, 2021",Active,56991
"Wednesday, 15 December, 2021",Recovered,2615161
"Wednesday, 15 December, 2021",Deaths,30988
"Thursday, 16 December, 2021",Active,56231
"Thursday, 16 December, 2021",Recovered,2620146
"Thursday, 16 December, 2021",Deaths,31025
"Friday, 17 December, 2021",Active,55477
"Friday, 17 December, 2021",Recovered,2625244
"Friday, 17 December, 2021",Deaths,31043
"Saturday, 18 December, 2021",Active,54096
"Saturday, 18 December, 2021",Recovered,2630679
"Saturday, 18 December, 2021",Deaths,31072
"Sunday, 19 December, 2021",Active,53484
"Sunday, 19 December, 2021",Recovered,2634380
"Sunday, 19 December, 2021",Deaths,31091
"Monday, 20 December, 2021",Active,52220
"Monday, 20 December, 2021",Recovered,2638190
"Monday, 20 December, 2021",Deaths,31134
"Tuesday, 21 December, 2021",Active,51026
"Tuesday, 21 December, 2021",Recovered,2642467
"Tuesday, 21 December, 2021",Deaths,31191
"Wednesday, 22 December, 2021",Active,49397
"Wednesday, 22 December, 2021",Recovered,2647585
"Wednesday, 22 December, 2021",Deaths,31221
"Thursday, 23 December, 2021",Active,47866
"Thursday, 23 December, 2021",Recovered,2652582
"Thursday, 23 December, 2021",Deaths,31265
"Friday, 24 December, 2021",Active,46886
"Friday, 24 December, 2021",Recovered,2657065
"Friday, 24 December, 2021",Deaths,31290
"Saturday, 25 December, 2021",Active,45601
"Saturday, 25 December, 2021",Recovered,2661485
"Saturday, 25 December, 2021",Deaths,31315
"Sunday, 26 December, 2021",Active,44821
"Sunday, 26 December, 2021",Recovered,2665024
"Sunday, 26 December, 2021",Deaths,31334
"Monday, 27 December, 2021",Active,42923
"Monday, 27 December, 2021",Recovered,2669644
"Monday, 27 December, 2021",Deaths,31369
"Tuesday, 28 December, 2021",Active,42363
"Tuesday, 28 December, 2021",Recovered,2673078
"Tuesday, 28 December, 2021",Deaths,31392
"Wednesday, 29 December, 2021",Active,41688
"Wednesday, 29 December, 2021",Recovered,2677400
"Wednesday, 29 December, 2021",Deaths,31428
"Thursday, 30 December, 2021",Active,41667
"Thursday, 30 December, 2021",Recovered,2681384
"Thursday, 30 December, 2021",Deaths,31462
"Friday, 31 December, 2021",Active,41227
"Friday, 31 December, 2021",Recovered,2685372
"Friday, 31 December, 2021",Deaths,31487
"Saturday, 1 January, 2022",Active,41040
"Saturday, 1 January, 2022",Recovered,2688919
"Saturday, 1 January, 2022",Deaths,31513
"Sunday, 2 January, 2022",Active,40612
"Sunday, 2 January, 2022",Recovered,2692210
"Sunday, 2 January, 2022",Deaths,31532
"Monday, 3 January, 2022",Active,39739
"Monday, 3 January, 2022",Recovered,2695745
"Monday, 3 January, 2022",Deaths,31560
"Tuesday, 4 January, 2022",Active,39688
"Tuesday, 4 January, 2022",Recovered,2698607
"Tuesday, 4 January, 2022",Deaths,31591
"Wednesday, 5 January, 2022",Active,39745
"Wednesday, 5 January, 2022",Recovered,2701802
"Wednesday, 5 January, 2022",Deaths,31609
"Thursday, 6 January, 2022",Active,39785
"Thursday, 6 January, 2022",Recovered,2705286
"Thursday, 6 January, 2022",Deaths,31628
"Friday, 7 January, 2022",Active,39703
"Friday, 7 January, 2022",Recovered,2708733
"Friday, 7 January, 2022",Deaths,31644
"Saturday, 8 January, 2022",Active,39782
"Saturday, 8 January, 2022",Recovered,2711894
"Saturday, 8 January, 2022",Deaths,31655
"Sunday, 9 January, 2022",Active,39933
"Sunday, 9 January, 2022",Recovered,2714608
"Sunday, 9 January, 2022",Deaths,31678
"Monday, 10 January, 2022",Active,39748
"Monday, 10 January, 2022",Recovered,2717416
"Monday, 10 January, 2022",Deaths,31696
"Tuesday, 11 January, 2022",Active,39919
"Tuesday, 11 January, 2022",Recovered,2720393
"Tuesday, 11 January, 2022",Deaths,31723
"Wednesday, 12 January, 2022",Active,39902
"Wednesday, 12 January, 2022",Recovered,2723593
"Wednesday, 12 January, 2022",Deaths,31738
"Thursday, 13 January, 2022",Active,40282
"Thursday, 13 January, 2022",Recovered,2726885
"Thursday, 13 January, 2022",Deaths,31750
"Friday, 14 January, 2022",Active,40564
"Friday, 14 January, 2022",Recovered,2729937
"Friday, 14 January, 2022",Deaths,31762
"Saturday, 15 January, 2022",Active,40791
"Saturday, 15 January, 2022",Recovered,2732765
"Saturday, 15 January, 2022",Deaths,31781
"Sunday, 16 January, 2022",Active,41205
"Sunday, 16 January, 2022",Recovered,2735349
"Sunday, 16 January, 2022",Deaths,31793
"Monday, 17 January, 2022",Active,40624
"Monday, 17 January, 2022",Recovered,2738256
"Monday, 17 January, 2022",Deaths,31809
"Tuesday, 18 January, 2022",Active,40767
"Tuesday, 18 January, 2022",Recovered,2741349
"Tuesday, 18 January, 2022",Deaths,31818
"Wednesday, 19 January, 2022",Active,41135
"Wednesday, 19 January, 2022",Recovered,2744197
"Wednesday, 19 January, 2022",Deaths,31831
"Thursday, 20 January, 2022",Active,41623
"Thursday, 20 January, 2022",Recovered,2747451
"Thursday, 20 January, 2022",Deaths,31853
"Friday, 21 January, 2022",Active,42849
"Friday, 21 January, 2022",Recovered,2750255
"Friday, 21 January, 2022",Deaths,31869
"Saturday, 22 January, 2022",Active,44093
"Saturday, 22 January, 2022",Recovered,2753113
"Saturday, 22 January, 2022",Deaths,31883
"Sunday, 23 January, 2022",Active,45126
"Sunday, 23 January, 2022",Recovered,2755927
"Sunday, 23 January, 2022",Deaths,31892
"Monday, 24 January, 2022",Active,45214
"Monday, 24 January, 2022",Recovered,2759043
"Monday, 24 January, 2022",Deaths,31902
"Tuesday, 25 January, 2022",Active,45705
"Tuesday, 25 January, 2022",Recovered,2762602
"Tuesday, 25 January, 2022",Deaths,31918
"Wednesday, 26 January, 2022",Active,46791
"Wednesday, 26 January, 2022",Recovered,2766248
"Wednesday, 26 January, 2022",Deaths,31930
"Thursday, 27 January, 2022",Active,47811
"Thursday, 27 January, 2022",Recovered,2770657
"Thursday, 27 January, 2022",Deaths,31940
"Friday, 28 January, 2022",Active,50036
"Friday, 28 January, 2022",Recovered,2773942
"Friday, 28 January, 2022",Deaths,31952
"Saturday, 29 January, 2022",Active,51403
"Saturday, 29 January, 2022",Recovered,2777709
"Saturday, 29 January, 2022",Deaths,31957
"Sunday, 30 January, 2022",Active,53254
"Sunday, 30 January, 2022",Recovered,2780765
"Sunday, 30 January, 2022",Deaths,31965
"Monday, 31 January, 2022",Active,54783
"Monday, 31 January, 2022",Recovered,2783997
"Monday, 31 January, 2022",Deaths,31978
"Tuesday, 1 February, 2022",Active,57155
"Tuesday, 1 February, 2022",Recovered,2787184
"Tuesday, 1 February, 2022",Deaths,31985
"Wednesday, 2 February, 2022",Active,59688
"Wednesday, 2 February, 2022",Recovered,2790380
"Wednesday, 2 February, 2022",Deaths,31992
"Thursday, 3 February, 2022",Active,61432
"Thursday, 3 February, 2022",Recovered,2794348
"Thursday, 3 February, 2022",Deaths,32000
"Friday, 4 February, 2022",Active,63401
"Friday, 4 February, 2022",Recovered,2799602
"Friday, 4 February, 2022",Deaths,32011
"Saturday, 5 February, 2022",Active,65958
"Saturday, 5 February, 2022",Recovered,2806148
"Saturday, 5 February, 2022",Deaths,32025
"Sunday, 6 February, 2022",Active,69578
"Sunday, 6 February, 2022",Recovered,2812608
"Sunday, 6 February, 2022",Deaths,32034
"Monday, 7 February, 2022",Active,74567
"Monday, 7 February, 2022",Recovered,2818644
"Monday, 7 February, 2022",Deaths,32043
"Tuesday, 8 February, 2022",Active,83077
"Tuesday, 8 February, 2022",Recovered,2824065
"Tuesday, 8 February, 2022",Deaths,32056
"Wednesday, 9 February, 2022",Active,94521
"Wednesday, 9 February, 2022",Recovered,2829746
"Wednesday, 9 February, 2022",Deaths,32065
"Thursday, 10 February, 2022",Active,107889
"Thursday, 10 February, 2022",Recovered,2835458
"Thursday, 10 February, 2022",Deaths,32075
"Friday, 11 February, 2022",Active,122997
"Friday, 11 February, 2022",Recovered,2841265
"Friday, 11 February, 2022",Deaths,32099
"Saturday, 12 February, 2022",Active,140342
"Saturday, 12 February, 2022",Recovered,2846707
"Saturday, 12 February, 2022",Deaths,32114
"Sunday, 13 February, 2022",Active,155679
"Sunday, 13 February, 2022",Recovered,2852431
"Sunday, 13 February, 2022",Deaths,32125
"Monday, 14 February, 2022",Active,168453
"Monday, 14 February, 2022",Recovered,2860948
"Monday, 14 February, 2022",Deaths,32149
"Tuesday, 15 February, 2022",Active,182971
"Tuesday, 15 February, 2022",Recovered,2868532
"Tuesday, 15 February, 2022",Deaths,32180
"Wednesday, 16 February, 2022",Active,202869
"Wednesday, 16 February, 2022",Recovered,2876444
"Wednesday, 16 February, 2022",Deaths,32201
"Thursday, 17 February, 2022",Active,217787
"Thursday, 17 February, 2022",Recovered,2888188
"Thursday, 17 February, 2022",Deaths,32240
"Friday, 18 February, 2022",Active,233071
"Friday, 18 February, 2022",Recovered,2900676
"Friday, 18 February, 2022",Deaths,32276
"Saturday, 19 February, 2022",Active,243348
"Saturday, 19 February, 2022",Recovered,2919190
"Saturday, 19 February, 2022",Deaths,32310
"Sunday, 20 February, 2022",Active,251684
"Sunday, 20 February, 2022",Recovered,2937649
"Sunday, 20 February, 2022",Deaths,32347
"Monday, 21 February, 2022",Active,258991
"Monday, 21 February, 2022",Recovered,2955398
"Monday, 21 February, 2022",Deaths,32390
"Tuesday, 22 February, 2022",Active,267090
"Tuesday, 22 February, 2022",Recovered,2974435
"Tuesday, 22 February, 2022",Deaths,32433
"Wednesday, 23 February, 2022",Active,277835
"Wednesday, 23 February, 2022",Recovered,2994834
"Wednesday, 23 February, 2022",Deaths,32488
"Thursday, 24 February, 2022",Active,286527
"Thursday, 24 February, 2022",Recovered,3018166
"Thursday, 24 February, 2022",Deaths,32534
"Friday, 25 February, 2022",Active,294436
"Friday, 25 February, 2022",Recovered,3040844
"Friday, 25 February, 2022",Deaths,32591
"Saturday, 26 February, 2022",Active,298982
"Saturday, 26 February, 2022",Recovered,3063554
"Saturday, 26 February, 2022",Deaths,32634
"Sunday, 27 February, 2022",Active,301029
"Sunday, 27 February, 2022",Recovered,3085934
"Sunday, 27 February, 2022",Deaths,32673
"Monday, 28 February, 2022",Active,293430
"Monday, 28 February, 2022",Recovered,3116558
"Monday, 28 February, 2022",Deaths,32748
"Tuesday, 1 March, 2022",Active,293658
"Tuesday, 1 March, 2022",Recovered,3142106
"Tuesday, 1 March, 2022",Deaths,32826
"Wednesday, 2 March, 2022",Active,293486
"Wednesday, 2 March, 2022",Recovered,3169663
"Wednesday, 2 March, 2022",Deaths,32941
"Thursday, 3 March, 2022",Active,298238
"Thursday, 3 March, 2022",Recovered,3197292
"Thursday, 3 March, 2022",Deaths,33027
"Friday, 4 March, 2022",Active,305017
"Friday, 4 March, 2022",Recovered,3223644
"Friday, 4 March, 2022",Deaths,33105
"Saturday, 5 March, 2022",Active,311213
"Saturday, 5 March, 2022",Recovered,3250787
"Saturday, 5 March, 2022",Deaths,33172
"Sunday, 6 March, 2022",Active,308258
"Sunday, 6 March, 2022",Recovered,3281122
"Sunday, 6 March, 2022",Deaths,33227
"Monday, 7 March, 2022",Active,304311
"Monday, 7 March, 2022",Recovered,3311848
"Monday, 7 March, 2022",Deaths,33304
"Tuesday, 8 March, 2022",Active,306687
"Tuesday, 8 March, 2022",Recovered,3340883
"Tuesday, 8 March, 2022",Deaths,33383
"Wednesday, 9 March, 2022",Active,310167
"Wednesday, 9 March, 2022",Recovered,3367536
"Wednesday, 9 March, 2022",Deaths,33496
"Thursday, 10 March, 2022",Active,314427
"Thursday, 10 March, 2022",Recovered,3393993
"Thursday, 10 March, 2022",Deaths,33566
"Friday, 11 March, 2022",Active,322707
"Friday, 11 March, 2022",Recovered,3418437
"Friday, 11 March, 2022",Deaths,33642
"Saturday, 12 March, 2022",Active,323791
"Saturday, 12 March, 2022",Recovered,3443526
"Saturday, 12 March, 2022",Deaths,33719
"Sunday, 13 March, 2022",Active,320883
"Sunday, 13 March, 2022",Recovered,3468882
"Sunday, 13 March, 2022",Deaths,33806
"Monday, 14 March, 2022",Active,308949
"Monday, 14 March, 2022",Recovered,3502754
"Monday, 14 March, 2022",Deaths,33898
"Tuesday, 15 March, 2022",Active,304154
"Tuesday, 15 March, 2022",Recovered,3533988
"Tuesday, 15 March, 2022",Deaths,33993
"Wednesday, 16 March, 2022",Active,299338
"Wednesday, 16 March, 2022",Recovered,3566997
"Wednesday, 16 March, 2022",Deaths,34098
"Thursday, 17 March, 2022",Active,296806
"Thursday, 17 March, 2022",Recovered,3596447
"Thursday, 17 March, 2022",Deaths,34184
"Friday, 18 March, 2022",Active,294373
"Friday, 18 March, 2022",Recovered,3623062
"Friday, 18 March, 2022",Deaths,34243
"Saturday, 19 March, 2022",Active,283282
"Saturday, 19 March, 2022",Recovered,3656409
"Saturday, 19 March, 2022",Deaths,34328
"Sunday, 20 March, 2022",Active,274066
"Sunday, 20 March, 2022",Recovered,3684659
"Sunday, 20 March, 2022",Deaths,34399
"Monday, 21 March, 2022",Active,263828
"Monday, 21 March, 2022",Recovered,3712662
"Monday, 21 March, 2022",Deaths,34462
"Tuesday, 22 March, 2022",Active,252677
"Tuesday, 22 March, 2022",Recovered,3745223
"Tuesday, 22 March, 2022",Deaths,34535
"Wednesday, 23 March, 2022",Active,248869
"Wednesday, 23 March, 2022",Recovered,3771457
"Wednesday, 23 March, 2022",Deaths,34600
"Thursday, 24 March, 2022",Active,247609
"Thursday, 24 March, 2022",Recovered,3796969
"Thursday, 24 March, 2022",Deaths,34664
"Friday, 25 March, 2022",Active,247072
"Friday, 25 March, 2022",Recovered,3819293
"Friday, 25 March, 2022",Deaths,34716
"Saturday, 26 March, 2022",Active,242494
"Saturday, 26 March, 2022",Recovered,3844760
"Saturday, 26 March, 2022",Deaths,34750
"Sunday, 27 March, 2022",Active,233148
"Sunday, 27 March, 2022",Recovered,3870931
"Sunday, 27 March, 2022",Deaths,34788
"Monday, 28 March, 2022",Active,220878
"Monday, 28 March, 2022",Recovered,3896483
"Monday, 28 March, 2022",Deaths,34842
"Tuesday, 29 March, 2022",Active,211877
"Tuesday, 29 March, 2022",Recovered,3920635
"Tuesday, 29 March, 2022",Deaths,34906
"Wednesday, 30 March, 2022",Active,206599
"Wednesday, 30 March, 2022",Recovered,3941821
"Wednesday, 30 March, 2022",Deaths,34939
"Thursday, 31 March, 2022",Active,206862
"Thursday, 31 March, 2022",Recovered,3960074
"Thursday, 31 March, 2022",Deaths,34983
"Friday, 1 April, 2022",Active,206987
"Friday, 1 April, 2022",Recovered,3977395
"Friday, 1 April, 2022",Deaths,35013
"Saturday, 2 April, 2022",Active,201240
"Saturday, 2 April, 2022",Recovered,3997778
"Saturday, 2 April, 2022",Deaths,35069
"Sunday, 3 April, 2022",Active,192955
"Sunday, 3 April, 2022",Recovered,4018413
"Sunday, 3 April, 2022",Deaths,35099
"Monday, 4 April, 2022",Active,179627
"Monday, 4 April, 2022",Recovered,4041715
"Monday, 4 April, 2022",Deaths,35127
"Tuesday, 5 April, 2022",Active,171180
"Tuesday, 5 April, 2022",Recovered,4062146
"Tuesday, 5 April, 2022",Deaths,35160
"Wednesday, 6 April, 2022",Active,162224
"Wednesday, 6 April, 2022",Recovered,4083175
"Wednesday, 6 April, 2022",Deaths,35192
